feuille,repere,source,materiel,designation,qte,portee,modele,prescription,parent
DSI02,I03-01,DSI02-002,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-02,DSI02-050,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-03,DSI02-051,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-04,DSI02-003,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-05,DSI02-040,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-06,DSI02-041,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-07,DSI02-030,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-08,DSI02-031,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-09,DSI02-022,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I03-10,DSI02-023,DETECTEUR DE FUMEE ADRESSABLE,DF,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-01,DSI02-054,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-02,DSI02-055,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-03,DSI02-044,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-04,DSI02-045,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-05,DSI02-034,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-06,DSI02-035,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-07,DSI02-025,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I04-08,DSI02-024,DETECTEUR THERMIQUE 57C FIXE,DT,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I05-01,DSI02-061,MODULE ADRESSABLE DOUBLE,MA2,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I06-01,DSI02-060,MODULE ADRESSABLE SIMPLE,MA,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I06-02,DSI02-062,MODULE ADRESSABLE SIMPLE,MA,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I07-01,DSI02-008,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-02,DSI02-009,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-03,DSI02-010,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-04,DSI02-013,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-05,DSI02-005,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-06,DSI02-015,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-07,DSI02-016,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-08,DSI02-012,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-09,DSI02-011,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-10,DSI02-007,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-11,DSI02-004,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-12,DSI02-014,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I07-13,DSI02-006,MODULE ISOLATEUR BOUCLE ADRESSABLE,MIBA,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I08-01,DSI02-017,PANNEAU ALARME INCENDIE,PAI,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I08-02,DSI02-001,PANNEAU ALARME INCENDIE,PAI,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I09-01,DSI02-018,RESISTANCE FIN DE LIGNE,RFL,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I09-02,DSI02-019,RESISTANCE FIN DE LIGNE,RFL,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I09-03,DSI02-020,RESISTANCE FIN DE LIGNE,RFL,1,INSTALLER,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI02,I09-04,DSI02-021,"RESISTANCE FIN DE LIGNE Tous les symboles retenus ont un ancrage PDF exact. de quantite additionnelle; ne pas additionner plans, diagrammes et plans types logements. prescrits hors plan, repartition par site a confirmer; affiches et accessoires classes A/B et surveillance a distance contradictoires: reserves. Longueurs cables/conduits des fichiers et rendu PDF seulement. et ellipses ne sont pas un total appareils. MIBA et RFL ajoutes une seule fois; MA2",RFL dans bordereau complementaire. et depose ancien systeme versus MA simples a confirmer.,1 non quantifiables,INSTALLER sur ces diagrammes.,MODELE NON PRECISE,Quantite des symboles dessines seulement; configuration finale selon notes du diagramme et DSI09,
DSI03,I01-01,DSI03-025,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-02,DSI03-027,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-03,DSI03-010,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-04,DSI03-012,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-05,DSI03-007,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-06,DSI03-022,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-07,DSI03-008,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-08,DSI03-023,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-09,DSI03-024,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-10,DSI03-009,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-11,DSI03-006,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-12,DSI03-021,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-13,DSI03-028,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-14,DSI03-026,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-15,DSI03-013,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-16,DSI03-011,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-17,DSI03-040,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-18,DSI03-042,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-19,DSI03-037,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-20,DSI03-038,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-21,DSI03-039,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-22,DSI03-036,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-23,DSI03-043,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I01-24,DSI03-041,AVERTISSEUR DE FUMEE AUTONOME 120V MURAL,A,1,RENVOI_LOGEMENTS,MODELE NON PRECISE,"120V montage mural, interconnexion3#14 suivant notes",
DSI03,I02-01,DSI03-059,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-02,DSI03-060,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-03,DSI03-066,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-04,DSI03-067,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-05,DSI03-058,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-06,DSI03-065,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-07,DSI03-062,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-08,DSI03-061,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-09,DSI03-069,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-10,DSI03-068,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-11,DSI03-088,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-12,DSI03-083,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-13,DSI03-073,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-14,DSI03-074,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-15,DSI03-087,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-16,DSI03-072,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-17,DSI03-081,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-18,DSI03-076,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-19,DSI03-075,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I02-20,DSI03-086,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI03,I03-01,DSI03-056,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-02,DSI03-063,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-03,DSI03-057,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-04,DSI03-064,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-05,DSI03-085,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-06,DSI03-084,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-07,DSI03-078,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-08,DSI03-070,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-09,DSI03-080,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-10,DSI03-082,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-11,DSI03-071,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I03-12,DSI03-077,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-01,DSI03-001,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-02,DSI03-016,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-03,DSI03-014,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-04,DSI03-015,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-05,DSI03-044,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-06,DSI03-045,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-07,DSI03-031,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-08,DSI03-029,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I04-09,DSI03-030,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I05-01,DSI03-018,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-02,DSI03-003,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-03,DSI03-002,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-04,DSI03-017,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-05,DSI03-005,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-06,DSI03-020,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-07,DSI03-004,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-08,DSI03-019,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-09,DSI03-046,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-10,DSI03-048,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-11,DSI03-047,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-12,DSI03-054,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-13,DSI03-033,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-14,DSI03-032,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-15,DSI03-051,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-16,DSI03-035,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-17,DSI03-034,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-18,DSI03-052,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-19,DSI03-055,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-20,DSI03-050,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-21,DSI03-049,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I05-22,DSI03-053,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI03,I06-01,DSI03-093,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I06-02,DSI03-079,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I06-03,DSI03-089,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I06-04,DSI03-090,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I06-05,DSI03-091,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI03,I07-01,DSI03-094,PANNEAU ALARME INCENDIE,PAI,1,INSTALLER,MODELE NON PRECISE,Adressable; DSI09 configurations et surveillance contradictoires reservees,
DSI03,I08-01,DSI03-092,"RELAIS ADRESSABLE Tous les symboles retenus ont un ancrage PDF exact. de quantite additionnelle; ne pas additionner plans, diagrammes et plans types logements. prescrits hors plan, repartition par site a confirmer; affiches et accessoires classes A/B et surveillance a distance contradictoires: reserves. Longueurs cables/conduits des fichiers et rendu PDF seulement. quantites de symboles conservees; identifiants source dupliques. Modules MA1.1",RA dans bordereau complementaire. et depose ancien systeme repetes.,1 non quantifiables,INSTALLER sur ces diagrammes.,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI04,I01-01,DSI04-042,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI03,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI04,I01-02,DSI04-043,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI03,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI04,I01-03,DSI04-027,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI03,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI04,I01-04,DSI04-044,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI03,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI04,I01-05,DSI04-045,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI03,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
